100 100 100
(85/10,58/10)
(92/10,14/10)
(93/10,88/10)
(98/10,98/10)
(10/10,86/10)
(3/10,52/10)
(47/10,10/10)
(15/10,21/10)
(58/10,33/10)
(50/10,72/10)
(33/10,83/10)
(6/10,90/10)
(15/10,25/10)
(40/10,89/10)
(95/10,29/10)
(39/10,80/10)
(87/10,83/10)
(94/10,33/10)
(71/10,45/10)
(31/10,33/10)
(83/10,87/10)
(85/10,82/10)
(49/10,52/10)
(3/10,7/10)
(86/10,54/10)
(80/10,71/10)
(89/10,38/10)
(13/10,56/10)
(63/10,53/10)
(46/10,10/10)
(35/10,37/10)
(90/10,22/10)
(20/10,37/10)
(7/10,44/10)
(34/10,91/10)
(77/10,17/10)
(30/10,15/10)
(99/10,79/10)
(19/10,55/10)
(38/10,57/10)
(61/10,70/10)
(28/10,50/10)
(8/10,41/10)
(6/10,23/10)
(95/10,4/10)
(33/10,30/10)
(41/10,76/10)
(4/10,62/10)
(65/10,64/10)
(6/10,99/10)
(55/10,35/10)
(16/10,37/10)
(2/10,67/10)
(16/10,22/10)
(22/10,54/10)
(79/10,83/10)
(77/10,8/10)
(85/10,85/10)
(49/10,92/10)
(61/10,96/10)
(96/10,46/10)
